mesh,probes,interpolation,rmse,mae,max_abs,max_positive,max_negative,worst_x,worst_y
3x3,9,bilinear,0.06274433675245418,0.05975713147410408,0.08999424,0.08999424,0,63,63
3x3,9,idw,0.08038118839137988,0.07462979220030494,0.11210351696048416,0.11210351696048416,0,178,72
5x5,25,bilinear,0.015686084188113614,0.014939282868526008,0.02249856,0.02249856,0,94,94
5x5,25,idw,0.03462853677139789,0.028006883358656802,0.07460851923244016,0.07460851923244016,-0.04151437359029572,96,96
7x7,49,bilinear,0.0069715929724948385,0.006639681274900401,0.00999936000000004,0.00999936000000004,0,104,21
7x7,49,idw,0.02619909823203024,0.020671122402968423,0.05951585550233979,0.05951585550233979,-0.05393741970371008,145,105
